2026-05-19 22:31:08|ATUSDT|LONG|0.12650000|0.12330000|0.13220000|0.13580000|{"success":true,"data":[]}
2026-05-19 22:32:23|ATUSDT|LONG|0.12620000|0.12250000|0.13250000|0.13800000|{"success":true,"data":[]}
2026-05-19 21:03:33|ATUSDT|LONG|0.1275|0.1241|0.1320|0.1365
2026-05-19 22:00:05|RONINUSDT|LONG|0.104500|0.101300|0.107500|0.110000
2026-05-20 00:00:05|RONINUSDT|LONG|0.10500000|0.10240000|0.11040000|0.11400000
2026-05-20 01:00:06|RONINUSDT|LONG|0.10350000|0.10090000|0.10750000|0.10950000
2026-05-20 02:00:07|RONINUSDT|LONG|0.10450000|0.10239000|0.10750000|0.11000000
2026-05-20 03:00:05|ONTUSDT|LONG|0.05820000|0.05684700|0.06094800|0.06264000
2026-05-20 04:00:06|ONTUSDT|LONG|0.0585|0.0567|0.0612|0.0638
2026-05-20 05:00:06|RONINUSDT|LONG|0.102500|0.099400|0.107500|0.111200
2026-05-20 06:00:06|PYTHUSDT|LONG|0.04010000|0.03929800|0.04120000|0.04230000
2026-05-20 06:30:06|PYTHUSDT|LONG|0.03980000|0.03880000|0.04120000|0.04200000|{"success":true,"data":[]}
2026-05-20 06:30:11|CHZUSDT|LONG|0.04650000|0.04593000|0.04750000|0.04800000|{"success":true,"data":[]}
2026-05-20 06:30:16|ONTUSDT|LONG|0.05880000|0.05750000|0.06200000|0.06550000|{"success":true,"data":[]}
